ratio,variance,symmetry,noise,size,edge_density,contours,quiet_zone,blur,decodable,label
0.3887125,13498.996573975584,0.5849,99.83146030315292,400,0.06943125,78,1.0,982.3517,1,benign
0.39699375,13536.903243974379,0.5768875,100.77832717919017,400,0.07185625,82,1.0,1001.873475,1,benign
0.3913,13456.46005105465,0.5887,101.17191913169674,400,0.07171875,84,1.0,998.0462,1,benign
0.3925375,13501.680826240003,0.6102125,100.27617871340206,400,0.07099375,84,1.0,1011.779,1,benign
0.37713125,13262.912012440584,0.5915875,101.30424707168007,400,0.07156875,83,1.0,999.388225,1,benign
0.383175,13339.0223375934,0.603675,100.80561988749608,400,0.071625,90,1.0,997.050525,1,benign
0.381725,13311.973200749962,0.5965625,101.22277772018509,400,0.07238125,91,1.0,1035.660025,1,benign
0.37455,13221.902354797503,0.5912875,101.07776332133778,400,0.07196875,101,1.0,1010.73405,1,benign
0.38306875,13370.5154619184,0.5926625,100.99467585127303,400,0.07081875,85,1.0,989.7955375,1,benign
0.3711,13185.807531497503,0.613675,101.65188431873064,400,0.0712,88,1.0,942.527275,1,benign
0.37619375,13257.473199780274,0.6133,101.51631013785344,400,0.07179375,95,1.0,1011.762375,1,benign
0.39456875,13555.949363392147,0.5905125,100.45291087383852,400,0.07020625,72,1.0,976.8373125,1,benign
0.397775,13539.586656971524,0.6036,100.2273317289493,400,0.07188125,76,1.0,1024.2581,1,benign
0.40508125,13575.344015717343,0.6102125,101.74641107602531,400,0.07470625,91,1.0,1060.2164875,1,benign
0.3780875,13227.099076177503,0.6166375,101.67646543025579,400,0.07329375,101,1.0,994.5144,1,benign
0.39309375,13526.753326779843,0.5927125,100.615419393359,400,0.07039375,80,1.0,998.221075,1,benign
0.396525,13541.721927948594,0.6007875,100.6835385840704,400,0.07168125,79,1.0,996.0795875,1,benign
0.38205625,13333.123391860001,0.607175,101.19645542594056,400,0.0717125,84,1.0,1000.6016375,1,benign
0.38796875,13413.55643160059,0.5988875,101.29810316195461,400,0.07233125,84,1.0,1008.6611875,1,benign
0.36643125,13093.969174937498,0.598775,100.96352501493966,400,0.071075,91,1.0,1011.4266125,1,benign
0.38744375,13442.866496484376,0.60475,100.74578012803362,400,0.0706125,85,1.0,981.75605,1,benign
0.39225625,13460.730444988712,0.5825625,101.13507508843989,400,0.07219375,77,1.0,991.7437625,1,benign
0.36673125,13139.230114557458,0.61555,100.9897848815814,400,0.06993125,85,1.0,974.4617875,1,benign
0.36738125,13134.838837359375,0.5952125,101.10563287181384,400,0.0704875,94,1.0,1015.4395375,1,benign
0.380925,13353.195361314025,0.594175,100.80147691723987,400,0.07019375,86,1.0,972.3859875,1,benign
0.38404375,13384.443080104646,0.601875,100.60428937316661,400,0.07094375,82,1.0,1009.042475,1,benign
0.39290625,13473.8671047959,0.6047625,100.71570261209251,400,0.072375,85,1.0,1030.708375,1,benign
0.3896375,13439.557392394963,0.6073875,101.24708662607883,400,0.071725,83,1.0,1010.1509625,1,benign
0.36701875,13142.956847969372,0.5940625,101.20284526913555,400,0.0702375,94,1.0,986.019025,1,benign
0.392625,13441.788935011095,0.6077875,101.16538803958288,400,0.07333125,85,1.0,1029.0657625,1,benign
0.3891375,13427.839442028082,0.591375,100.84984001294866,400,0.07214375,89,1.0,1008.8052875,1,benign
0.38738125,13474.087710897464,0.5913,100.36724989557082,400,0.0698375,73,1.0,978.5452375,1,benign
0.37074375,13181.178585911091,0.6100375,100.90749792269452,400,0.07090625,87,1.0,1044.5288,1,benign
0.398125,13593.449740709335,0.6080125,100.26956245127121,400,0.0704375,74,1.0,1002.6892875,1,benign
0.38675625,13387.172827339842,0.608225,100.99456921403292,400,0.071625,81,1.0,986.670075,1,benign
0.37358125,13226.426429959998,0.6039,101.15213070669765,400,0.07078125,90,1.0,972.5703125,1,benign
0.3774625,13256.058460009024,0.5966875,100.93810633739788,400,0.07215625,92,1.0,1040.4518125,1,benign
0.37391875,13197.304085810001,0.6202375,101.61424516166214,400,0.07209375,95,1.0,1013.913175,1,benign
0.38235625,13296.852855859372,0.6005375,101.78265839826223,400,0.07315625,94,1.0,990.81005,1,benign
0.3777875,13273.91229564996,0.6050375,101.47855280317779,400,0.071875,87,1.0,1007.5037625,1,benign
0.37825,13234.349875101523,0.5903375,101.52629946414112,400,0.07300625,92,1.0,1002.356,1,benign
0.37908125,13323.147463797499,0.6282875,101.06881434145328,400,0.07094375,82,1.0,1021.182175,1,benign
0.39365,13532.744433229336,0.603925,100.32579066425274,400,0.0711,74,1.0,1036.174925,1,benign
0.397025,13553.998810937503,0.5927375,100.28893754743696,400,0.07113125,80,1.0,1009.709575,1,benign
0.37365625,13185.586964943706,0.615,101.58653637758468,400,0.07265625,96,1.0,1024.9913125,1,benign
0.38479375,13340.740938329334,0.5997,101.42184529107175,400,0.07279375,82,1.0,996.21015,1,benign
0.3995375,13580.596140663085,0.611,100.29764193482578,400,0.0710125,74,1.0,986.1954625,1,benign
0.3930125,13495.356362381834,0.5874,100.73986513474611,400,0.07130625,81,1.0,985.54775,1,benign
0.392175,13469.080600819376,0.607575,100.4052400883843,400,0.07184375,81,1.0,1022.3764,1,benign
0.3947625,13554.972820307461,0.6139,100.29794968517473,400,0.07040625,71,1.0,1012.0846375,1,benign
0.3779875,13237.775938452145,0.6091375,101.98745297797186,400,0.07335625,94,1.0,1026.2474,1,benign
0.399425,13588.89924413715,0.579425,100.52117843516159,400,0.0710375,70,1.0,980.6231375,1,benign
0.38691875,13401.01841908746,0.5955875,101.20273396366017,400,0.0721625,87,1.0,1022.338775,1,benign
0.372625,13213.369003419377,0.57805,100.36391390037727,400,0.0703125,83,1.0,1001.4765875,1,benign
0.37646875,13240.795040969377,0.59315,101.46772076231235,400,0.071925,90,1.0,1004.8549,1,benign
0.38661875,13389.820858179337,0.5937875,101.45174820075799,400,0.07221875,85,1.0,986.890675,1,benign
0.38774375,13449.590097374645,0.6007125,100.92333869607337,400,0.07075,77,1.0,974.452725,1,benign
0.3832125,13354.416616859373,0.6178375,101.64828609958653,400,0.0720625,87,1.0,1024.8137625,1,benign
0.38408125,13344.535443558594,0.5812875,101.05129958202059,400,0.0727,93,1.0,1018.6657625,1,benign
0.37486875,13292.113414626523,0.62065,100.24044189234432,400,0.06926875,85,1.0,970.7452625,1,benign
0.40273125,13618.334175746095,0.5747875,100.80924066648397,400,0.07159375,75,1.0,996.237675,1,benign
0.38876875,13475.335115023592,0.604675,100.73535368453518,400,0.0705875,76,1.0,1001.615,1,benign
0.402275,13568.307313173595,0.578525,101.22428367185242,400,0.07346875,81,1.0,1028.89245,1,benign
0.38845625,13484.764275640273,0.5833125,99.99115292766822,400,0.0697875,67,1.0,1003.377275,1,benign
0.37645625,13279.388841710588,0.6031875,100.76562730602882,400,0.0705125,95,1.0,991.1486375,1,benign
0.3951,13544.376996159022,0.5825125,100.42195572634922,400,0.0705875,80,1.0,983.2874,1,benign
0.382275,13306.252946374372,0.599125,101.75572121075811,400,0.07238125,93,1.0,975.4442,1,benign
0.374325,13187.200879639651,0.6190125,101.76277048801552,400,0.07225,93,1.0,948.8582125,1,benign
0.388425,13406.59750989234,0.5948,101.47832515276356,400,0.0726875,92,1.0,1000.3264375,1,benign
0.38948125,13454.650668149374,0.620875,100.28950442200991,400,0.070925,83,1.0,1002.9205875,1,benign
0.37311875,13201.808515277498,0.5896,100.99302728279997,400,0.07088125,95,1.0,933.7219875,1,benign
0.3877875,13416.467307830895,0.59945,100.46845474823179,400,0.071525,81,1.0,1033.8648625,1,benign
0.39356875,13537.933904397496,0.6209125,100.51545997559828,400,0.070375,77,1.0,982.5714625,1,benign
0.3849125,13368.972591026522,0.6036625,101.31560979705633,400,0.072375,91,1.0,997.57445,1,benign
0.3816375,13327.453726546522,0.6020125,101.41350927903399,400,0.07203125,90,1.0,997.819475,1,benign
0.3741125,13201.117596443713,0.5963,101.4948448388434,400,0.07181875,87,1.0,945.5124375,1,benign
0.37351875,13184.818341441836,0.6046875,101.65250358589229,400,0.07186875,93,1.0,961.456,1,benign
0.36671875,13095.501781103087,0.5926,101.65104358057214,400,0.07143125,88,1.0,1012.2426375,1,benign
0.3915375,13450.417656810003,0.58005,101.4800779358249,400,0.07230625,82,1.0,986.1231125,1,benign
0.38888125,13243.610601683597,0.571175,103.3870056737185,400,0.08089375,110,1.0,1162.5071,1,benign
0.37601875,13261.124482749998,0.607225,101.2460680235501,400,0.07120625,84,1.0,994.1996,1,benign
0.39068125,13417.416840194337,0.607125,101.38230061503587,400,0.07288125,90,1.0,989.3189125,1,benign
0.38030625,13299.137093202147,0.5997,101.6969112268655,400,0.07218125,89,1.0,1000.4076125,1,benign
0.381375,13302.394109334957,0.5913875,101.60614100313997,400,0.07255,92,1.0,997.3946875,1,benign
0.399125,13583.200469477499,0.5902125,100.43901974142614,400,0.0713625,68,1.0,986.088175,1,benign
0.37356875,13216.925161169373,0.5966125,101.12736526448168,400,0.07079375,87,1.0,948.0515625,1,benign
0.37755625,13275.540342616216,0.6218375,101.26233903454197,400,0.07158125,89,1.0,981.4512625,1,benign
0.388475,13421.828858819377,0.6109,101.5951224674166,400,0.07201875,90,1.0,995.66605,1,benign
0.3938875,13540.704638860003,0.602225,100.02303249017648,400,0.06973125,74,1.0,943.2393875,1,benign
0.387325,13413.296548111097,0.604425,100.56553887670638,400,0.07145,84,1.0,1014.9176625,1,benign
0.38248125,13374.505366405272,0.58005,100.44237686431133,400,0.070675,78,1.0,998.8013375,1,benign
0.39576875,13534.238998624021,0.58285,100.86524138624866,400,0.0715,79,1.0,1022.757025,1,benign
0.38963125,13437.030824435898,0.586125,100.9417095103219,400,0.0721625,89,1.0,1028.201325,1,benign
0.38909375,13419.008159469375,0.5815375,101.88360307405314,400,0.07326875,94,1.0,1044.135775,1,benign
0.39321875,13498.374236567155,0.60235,100.76855127080646,400,0.07116875,84,1.0,991.2767375,1,benign
0.3942375,13477.732524184334,0.6074,101.37082547748192,400,0.073075,87,1.0,1024.894,1,benign
0.387875,13231.399419653088,0.5865125,103.28543852833273,400,0.08113125,117,1.0,1188.305475,1,benign
0.38991875,13416.080783396841,0.603625,100.51073395637883,400,0.0723625,86,1.0,1020.3041875,1,benign
0.38464375,13393.517026092151,0.607125,101.19083200656614,400,0.07114375,82,1.0,990.673025,1,benign
0.3763125,13219.186066444372,0.5965,101.74754310896144,400,0.07273125,95,1.0,1009.3679125,1,benign
0.37659375,13271.293635768596,0.5931125,101.21949267347155,400,0.07128125,88,1.0,1011.679075,1,benign
0.3709875,13152.782254709025,0.5982125,101.28778472730482,400,0.07214375,95,1.0,1001.7550125,1,benign
0.37973125,13300.7342274375,0.579975,100.9939516282256,400,0.071875,89,1.0,1017.1363625,1,benign
0.3888,13411.283026094961,0.617075,101.52148351060663,400,0.0728375,93,1.0,1023.8760875,1,benign
0.3796125,13294.326726839841,0.5919,101.03387604687892,400,0.0719375,86,1.0,1053.9273875,1,benign
0.3701125,13213.828356397466,0.594475,100.19199853425465,400,0.0690875,84,1.0,971.4906,1,benign
0.3746125,13254.9977899975,0.6023,100.95276425071825,400,0.07054375,81,1.0,980.5215,1,benign
0.37623125,13236.11933552437,0.599425,101.85123008690098,400,0.0721,90,1.0,981.6329,1,benign
0.37299375,13226.545873982775,0.6097,101.20251118838947,400,0.07079375,91,1.0,977.3531875,1,benign
0.38360625,13381.448591839848,0.5826125,100.6590703250946,400,0.07093125,78,1.0,979.0601875,1,benign
0.37944375,13296.1500299209,0.587825,101.32241295981775,400,0.0716875,92,1.0,971.411975,1,benign
0.39075625,13419.615190218397,0.589675,101.16691908469805,400,0.0727125,82,1.0,1000.798325,1,benign
0.39106875,13488.268095788715,0.60325,100.5549927019034,400,0.07049375,83,1.0,968.0879625,1,benign
0.391125,13470.589444759999,0.6037125,101.65141977650552,400,0.07236875,97,1.0,1036.7031,1,benign
0.37945,13293.534817724376,0.613575,101.26479790343278,400,0.07158125,92,1.0,1007.296275,1,benign
0.3778125,13244.637770233398,0.6108875,101.40526601624218,400,0.0725625,94,1.0,999.0159375,1,benign
0.36845625,13148.871206418711,0.580525,101.40059142785408,400,0.07056875,98,1.0,951.4541125,1,benign
0.37549375,13218.050977444374,0.613925,101.09944052613496,400,0.0723625,91,1.0,1018.9662875,1,benign
0.38501875,13372.792103297505,0.6178375,101.38657678053323,400,0.07233125,92,1.0,1023.2843625,1,benign
0.39040625,13496.071085097496,0.585475,100.0976847209733,400,0.07023125,77,1.0,994.642125,1,benign
0.36991875,13160.020645310002,0.566925,100.42411940131382,400,0.07050625,78,1.0,1004.8462375,1,benign
0.36229375,13012.42165093121,0.588425,101.35748142848087,400,0.07194375,104,1.0,1000.4005625,1,benign
0.38278125,13326.381331475583,0.6172125,101.31929576998904,400,0.07271875,93,1.0,1036.9913,1,benign
0.3891875,13411.701240016835,0.57415,101.36767659611081,400,0.0723625,85,1.0,999.729675,1,benign
0.37421875,13213.58213271215,0.61175,101.19804110126539,400,0.0716375,84,1.0,993.757025,1,benign
0.3950375,13513.142075418595,0.6026375,101.12336764390791,400,0.0719875,81,1.0,1006.0124625,1,benign
0.38683125,13373.45872795996,0.61625,101.03378310148739,400,0.07225625,86,1.0,1006.6710875,1,benign
0.3738875,13204.49985239996,0.600875,101.49504216640031,400,0.07159375,94,1.0,991.8548875,1,benign
0.38061875,13321.5631077309,0.6029625,100.88152440714802,400,0.0711375,92,1.0,1002.5075375,1,benign
0.37791875,13286.84606098902,0.585,101.85939371525195,400,0.07191875,95,1.0,1011.527225,1,benign
0.3826875,13321.482218734374,0.619275,101.77661323014534,400,0.07289375,97,1.0,1022.780425,1,benign
0.3846875,13391.471764084337,0.6030125,100.68265613052479,400,0.070925,91,1.0,1004.025725,1,benign
0.36881875,13102.551530087461,0.603,101.59318579816805,400,0.0723125,104,1.0,979.1608375,1,benign
0.37893125,13277.965503534024,0.5819625,101.62011127385612,400,0.07214375,90,1.0,1004.861875,1,benign
0.36711875,13055.3640624209,0.6144875,101.83686516079283,400,0.072525,103,1.0,964.44485,1,benign
0.38528125,13368.71803758734,0.591275,101.08031208697659,400,0.07170625,87,1.0,970.04395,1,benign
0.39813125,13310.64125382984,0.5774125,103.8562591569202,400,0.08314375,115,1.0,1207.944075,1,benign
0.3894375,13395.422052879341,0.58715,101.21464291755768,400,0.0729125,82,1.0,1005.5564625,1,benign
0.36741875,13108.688505310001,0.6275,101.4150662460879,400,0.07134375,95,1.0,1002.605575,1,benign
0.38030625,13254.656854398396,0.605925,101.84896039378297,400,0.07341875,100,1.0,1036.5457875,1,benign
0.385975,13405.15055004,0.609275,100.84096815815901,400,0.07118125,78,1.0,981.4555,1,benign
0.38335,13385.855703637346,0.5899375,100.94249000451455,400,0.07035,84,1.0,944.7571625,1,benign
0.398725,13563.988795737341,0.6048625,100.76918690635222,400,0.07153125,80,1.0,982.434575,1,benign
0.3770125,13242.778973121092,0.632725,101.63743866457361,400,0.0726125,94,1.0,1019.307375,1,benign
0.37731875,13274.84169548438,0.581025,100.60052067899997,400,0.0709375,84,1.0,997.263675,1,benign
0.39645,13534.847364840585,0.579,100.87308896055666,400,0.0715625,73,1.0,994.694875,1,benign
0.37376875,13233.132670194376,0.6162125,100.67720562803368,400,0.07096875,93,1.0,1010.8383125,1,benign
0.3926,13446.226367405898,0.607325,101.50494039144644,400,0.07339375,95,1.0,1049.37255,1,benign
0.38959375,13490.136241219378,0.58975,100.50547775076254,400,0.07029375,71,1.0,1000.4205125,1,benign
0.398225,13556.69333163184,0.5792125,100.9227285376509,400,0.07198125,81,1.0,1000.80255,1,benign
0.3951625,13497.37103675684,0.5948625,101.02093683775408,400,0.072375,85,1.0,994.3495875,1,benign
0.3791875,13232.470786669377,0.584325,101.50120130294026,400,0.07351875,90,1.0,1007.6870875,1,benign
0.38075625,13279.651954491215,0.5876375,101.57952369286046,400,0.07300625,89,1.0,1013.93735,1,benign
